	Chrom	Gene	Strand	Start	End	Position	p-value	Ratio Difference	Absolute ratio difference	n1: rna	n2: rna	N1: rna	N2: rna
3226	chr15	SLCO3A1	+	92162755	92165903	92163550	0.13816796849560029	0.08300767918780463	0.08300767918780463	74.90565235869103	49.64003399915002	165.18364779874213	167.1446540880503
3227	chr15	SLTM	-	58879049	58880107	58879446	0.05298012361556797	0.14064666724261835	0.14064666724261835	37.584382871536526	29.861460957178842	67.52042360060514	107.78517397881996
3228	chr15	SMAD3	+	67190412	67195169	67194156	0.8443333584691335	0.021091583079116738	0.021091583079116738	176.13228035538006	259.95360315893384	134.3926282051282	216.05021367521368
3229	chr15	SMAD6	+	66780996	66782849	66781975	0.977113134794774	-0.004775127697587776	0.004775127697587776	7.664759725400458	8.83066361556064	167.73544433094992	173.3432073544433
3230	chr15	SNAPC5	-	66489747	66494552	66490772	0.07875551504335963	0.10439134284964535	0.10439134284964535	142.8419512195122	101.28292682926829	107.63386243386245	116.11322751322751
3231	chr15	SNUPN	-	75598085	75598681	75598358	0.8508633784501203	-0.021340643065142273	0.021340643065142273	139.3040293040293	143.1831501831502	208.3808049535604	196.11145510835917
3232	chr15	SNX1	+	64137567	64144231	64138285	0.8132344662862716	0.01811463102950156	0.01811463102950156	26.064749411368986	29.51782711066263	190.17409470752088	258.67966573816153
3233	chr15	SNX22	+	64154386	64157481	64154746	0.5454432820982424	0.004157324714856636	0.004157324714856636	807.926142595978	634.9334552102376	2.6666666666666288	4.763888888888914
3234	chr15	SORD	+	45073364	45077185	45076416	0.8165898149872977	-0.027749150258414734	0.027749150258414734	8.59037711313394	10.291287386215865	90.7237876802097	79.7886631716907
3235	chr15	SPG11	-	44562695	44563301	44562824	0.004708930739053615	0.19028757093316445	0.19028757093316445	87.11627906976744	46.69767441860465	74.64779874213835	87.39412997903564
3236	chr15	SPPL2A	-	50702265	50707874	50703677	0.047651244156775026	-0.15277658867312055	0.15277658867312055	41.91501416430595	74.45821529745042	74.15201334286397	70.42911603526328
3237	chr15	SPRED1	+	38351013	38357249	38351076	0.5025335500858198	0.07227310326564929	0.07227310326564929	27.332739348776933	36.6609428154868	56.58730158730159	108.0
3238	chr15	SRP14	-	40035689	40036500	40036099	0.6727114019161433	0.008840483435259533	0.008840483435259533	431.0	330.87560975609756	2411.7605985037408	1986.6234413965085
3239	chr15	ST20-MTHFS	-	79843546	79845442	79845010	0.9900760129894658	0.0009171468948990513	0.0009171468948990513	3.371584699453552	2.8852459016393444	388.59027777777777	372.56944444444446
3240	chr15	ST8SIA2	+	92464099	92468728	92465768	0.5715279011441681	-0.06289957257077611	0.06289957257077611	89.35979729729729	57.61554054054054	105.76812462552425	53.00179748352307
3241	chr15	STARD9	+	42719472	42720998	42720401	0.9145153175336902	-0.040175450509747745	0.040175450509747745	17.065326633165828	37.994974874371856	23.745963401506994	44.90419806243272
3242	chr15	STOML1	-	73978925	73984130	73983238	0.8055457167258225	-0.02751454923758436	0.02751454923758436	0.40830048690006954	1.6705309529329933	28.34865470852018	38.37780269058296
3243	chr15	SYNM	+	99129366	99135593	99133424	0.6700247220899461	-0.060404492695815604	0.060404492695815604	63.9483633010604	57.232826187183036	58.007392804337115	40.6409561360276
3244	chr15	TARS3	-	101653595	101654730	101653779	0.09180958504513123	-0.28853497786505194	0.28853497786505194	0.0	9.86413043478261	13.099894847528917	24.322818086225027
3245	chr15	TCF12	+	57282444	57291310	57289327	0.5700656120530154	0.06470842154443704	0.06470842154443704	1.6999495713565305	0.13111447302067575	22.127851227662358	19.630829580124946
3246	chr15	TEX9	+	56428366	56445883	56429746	0.5685605155426929	0.10695421633152627	0.10695421633152627	1.7614798289644915	1.6833984011898122	8.923188405797102	27.38768115942029
3247	chr15	THAP10	-	70881341	70882650	70881732	0.3766011465553529	0.08799673264404989	0.08799673264404989	28.626598465473144	19.603580562659847	67.96840958605665	74.48148148148148
3248	chr15	THBS1	+	39595361	39599466	39598241	0.00010547509178742239	0.02363853858856507	0.02363853858856507	37.42612244897959	3.1208163265306124	1350.951388888889	937.3954861111112
3249	chr15	THSD4	+	71777231	71783383	71780320	0.44205215585234514	-0.07210519864977516	0.07210519864977516	49.98824681684623	209.66111655239962	48.13887989640661	150.873421819359
3250	chr15	TIPIN	-	66336190	66337181	66337098	0.002064290939204558	-0.13653105328028559	0.13653105328028559	81.35352422907489	78.74559471365639	273.4698795180723	136.51807228915663
3251	chr15	TJP1	-	29699366	29701689	29700492	0.5996178057181937	-0.10088416266707928	0.10088416266707928	4.997335701598579	9.828596802841918	26.099415204678362	27.74436090225564
3252	chr15	TLE3	-	70047789	70050204	70049509	0.7206269622017865	0.0974332666000845	0.0974332666000845	12.984302325581396	11.807558139534883	17.094964028776978	23.519424460431658
3253	chr15	TLN2	+	62840481	62844631	62841468	0.7152163257169564	-0.056575322021021	0.056575322021021	16.151438507745812	23.702813784381917	56.98581560283688	61.73961499493414
3254	chr15	TLNRD1	+	81000922	81005788	81003988	0.9383678333933229	0.011635684396963629	0.011635684396963629	3.9972222222222222	3.776111111111111	71.81017612524462	88.11578604044358
3255	chr15	TM2D3	-	101641847	101642644	101642263	0.43602051107330775	-0.04226416363153629	0.04226416363153629	175.03125	226.06490384615384	248.55905511811022	270.2650918635171
3256	chr15	TM6SF1	+	83127357	83137408	83135758	0.6707430932745246	0.10242333311295637	0.10242333311295637	24.227272727272727	14.014545454545454	3.8501368884656593	4.414712534222117
3257	chr15	TMED3	+	79382967	79384739	79384273	0.7413407179288714	0.2338746351248026	0.2338746351248026	0.8433476394849786	0.0	2.762633996937213	2.1868300153139355
3258	chr15	TMED3	+	79411399	79413886	79411825	0.22410294194939284	-0.33810351541502515	0.33810351541502515	16.02911208151383	6.339640950994663	19.370892018779344	1.676056338028169
3259	chr15	TMEM87A	-	42210446	42211749	42211059	0.3711398856616372	-0.058089871950401384	0.058089871950401384	153.5889070146819	147.3931484502447	164.62028985507246	125.17536231884057
3260	chr15	TMOD2	+	51808419	51816363	51809293	0.5203221330603496	0.19060217449846673	0.19060217449846673	9.048514851485148	15.097878359264499	3.497711670480548	13.355835240274601
3261	chr15	TMOD3	+	51908775	51915725	51913590	0.047989688016516395	0.11362002803098502	0.11362002803098502	30.71943793911007	12.178454332552693	111.34974039460022	106.50986500519211
3262	chr15	TP53BP1	-	43403060	43407570	43404018	0.13188849934903427	-0.14726997256100455	0.14726997256100455	33.96242171189979	54.233820459290186	52.68327702702703	46.34093468468468
3263	chr15	TPM1	+	63062575	63066178	63064199	0.011716325686732885	-0.07778382735058587	0.07778382735058587	119.5977766548762	228.8044466902476	385.4642857142857	498.5240147783252
3264	chr15	TPM1	+	63069869	63071915	63069945	5.564681185861227e-11	0.07524343438893155	0.07524343438893155	1364.415736040609	1649.2005076142132	102.42105263157896	279.8421052631579
3265	chr15	TRIP4	+	64454996	64455303	64455056	0.15881189069179366	-0.06857010332207897	0.06857010332207897	114.23886639676114	167.1093117408907	221.03333333333336	241.16666666666663
3266	chr15	TRPM7	-	50557157	50561808	50558071	0.3087343711281008	0.09199210291342781	0.09199210291342781	5.5262582056892775	2.4080962800875274	34.10008027829811	48.323789135670324
3267	chr15	TSPAN3	-	77041403	77046927	77042904	0.8377166723914539	-0.00284516967953081	0.00284516967953081	0.3737508327781479	0.9506995336442372	259.8555804126274	221.1024111359682
3268	chr15	TTBK2	-	42738729	42746257	42745540	0.4929144630307255	0.19890186630526274	0.19890186630526274	7.393334312142123	13.920716488034062	4.693165969316597	19.801952580195262
3269	chr15	TTC23	-	99136322	99138127	99136911	0.6105351123082239	0.3205910577323609	0.3205910577323609	1.9151103565365026	12.431239388794568	0.6661184210526316	17.07236842105263
3270	chr15	TTLL13	+	90264719	90265477	90265031	0.16625026321491915	0.9097617290709575	0.9097617290709575	3.295964125560538	0.0	0.3269230769230771	1.3076923076923077
3271	chr15	TUBGCP4	+	43405201	43409771	43405307	5.345771510519315e-05	-0.27557128665193464	0.27557128665193464	57.82370071684588	49.19444444444444	141.80188679245282	37.839622641509436
3272	chr15	TUBGCP5	-	22983024	22983611	22983452	0.9203758161181217	-0.35783945986496624	0.35783945986496624	0.0	0.7149532710280374	0.32075471698113206	1.2830188679245285
3273	chr15	TUBGCP5	-	22999176	22999866	22999802	0.8116375383036822	-0.04871640605469299	0.04871640605469299	16.24600638977636	21.523961661341854	49.9375	51.640625
3274	chr15	TYRO3	+	41577885	41583589	41580536	0.7924188141580112	-0.026151894060532782	0.026151894060532782	0.985260399606944	2.7169996724533245	42.55337608449641	52.98038476046775
3275	chr15	UACA	-	70654553	70657127	70656954	0.2753517808435728	0.20467488794091962	0.20467488794091962	6.4127446897126195	6.701374427321949	10.15606936416185	30.046242774566476
3276	chr15	UBAP1L	-	65092759	65093231	65093020	0.7997101270627075	-0.19399266297535828	0.19399266297535828	0.3103448275862069	2.268199233716475	2.7251184834123223	5.388625592417062
3277	chr15	UBE2Q2	+	75899426	75901078	75900278	0.052577910801490844	-0.1191400079629979	0.1191400079629979	83.2975	138.42	98.66901408450703	101.51643192488262
3278	chr15	UBE3A	-	25333727	25339257	25336428	0.30242262325519365	0.02732364602446825	0.02732364602446825	3.8837467604590894	0.4650129581636431	119.35242135030046	110.48957228702722
3279	chr15	UBR1	-	42942896	42945470	42944770	0.41025682104853467	-0.12805564097998695	0.12805564097998695	20.279082177161154	26.617929562433297	33.81571428571428	26.307142857142857
3280	chr15	USP3	+	63590660	63594633	63592748	0.17890946264117355	0.11803040441789198	0.11803040441789198	43.515649867374	39.814323607427056	58.48994252873563	89.21408045977013
3281	chr15	USP8	+	50498902	50514421	50512015	0.778720625243233	0.08206421629572529	0.08206421629572529	0.3798836242726517	0.0	4.249218332952032	5.874857012125371
3282	chr15	VPS13C	-	61852388	61854558	61853076	0.13888324785723777	0.16593325251831587	0.16593325251831587	31.468023255813954	46.45203488372093	21.761133603238868	62.783400809716596
3283	chr15	VPS13C	-	61864305	61867947	61867705	0.5833159110657423	0.5246713995732777	0.5246713995732777	1.1611764705882353	2.672941176470588	0.0	2.9504132231404965
3284	chr15	VPS33B	-	90998415	90999054	90998694	0.22179512389300607	-0.0996519777782851	0.0996519777782851	10.759856630824373	26.17921146953405	69.89166666666667	86.14722222222223
3285	chr15	WDR73	-	84639284	84643723	84643097	0.9868958407943944	0.005689769123831234	0.005689769123831234	26.170731707317074	35.856018882769476	147.83226837060704	211.91533546325877
3286	chr15	WDR76	+	43866127	43868412	43867000	0.1107371468451496	-0.08939870131084643	0.08939870131084643	32.88739376770538	47.95892351274787	157.68499427262313	135.11111111111111
3287	chr15	WHAMM	+	82833228	82836108	82834934	0.6859343457516265	-0.04384160273799816	0.04384160273799816	3.3833049403747872	7.024701873935264	52.27198124267292	60.112543962485354
3288	chr15	ZFAND6	+	80137479	80138393	80137936	0.7263645768129094	0.02431435350736233	0.02431435350736233	233.65645514223195	279.30415754923416	249.78118161925602	329.1903719912472
3289	chr15	ZFYVE19	+	40814147	40815084	40814552	0.4531023948806613	0.014486991921953393	0.014486991921953393	3.101503759398496	1.5244360902255638	144.49382716049382	232.0493827160494
3290	chr15	ZNF106	-	42412822	42417453	42414130	0.19710743401708	-0.1038167107437793	0.1038167107437793	67.16819571865443	96.13302752293578	25.792356304544086	20.199819440264818
3291	chr15	ZNF280D	-	56630175	56632122	56630513	0.18500247798980834	0.2336415645794275	0.2336415645794275	7.508875739644971	4.372781065088757	11.883778744561837	24.10316967060286
3292	chr15	ZNF280D	-	56697754	56701072	56700666	0.12494408676332794	0.16237311182810482	0.16237311182810482	8.87912087912088	8.525412087912088	22.7807881773399	63.67487684729065
3293	chr15	ZNF592	+	84801862	84806445	84802472	0.8202592726608784	0.03465698485160834	0.03465698485160834	32.97407500629247	46.147243896300026	75.9655737704918	126.02786885245901
3294	chr15	ZNF609	+	64681308	64686068	64685245	0.9581685647623417	-0.016512348114402386	0.016512348114402386	76.63061968408262	69.08869987849332	90.95656591313183	76.73863347726697
3295	chr15	ZNF770	-	34978340	34983490	34982687	0.4235581343919552	0.07486508811172471	0.07486508811172471	84.8442604094778	74.10950080515298	67.50809464508096	79.63511830635119
3296	chr15	ZNF774	+	90360042	90362847	90360129	0.4256931291666938	-0.4022173642602357	0.4022173642602357	1.3495217071376011	5.110743193524651	2.7011494252873565	1.8390804597701154
3297	chr15	ZSCAN29	-	43358174	43361941	43361037	0.9870812060116106	0.012957098825918167	0.012957098825918167	30.517638840377227	31.55710792874607	42.22234513274336	46.05752212389381
3298	chr15	ZWILCH	+	66546590	66550130	66549465	0.7722330794140033	0.03301548405833228	0.03301548405833228	7.245112781954887	3.806015037593985	69.93217391304348	58.7304347826087
3299	chr16	AARS1	-	70252297	70252906	70252407	0.5122540882950479	0.017369959635699983	0.017369959635699983	317.04545454545456	209.6727272727273	1298.7775551102204	962.7114228456912
3300	chr16	ABAT	+	8781249	8784570	8783223	0.542605089495776	0.44571000578463416	0.44571000578463416	2.9502598366740904	0.5033407572383074	1.5182370820668694	1.8429584599797368
3301	chr16	ACD	-	67657511	67657684	67657549	0.018775420799050396	0.0691346669055923	0.0691346669055923	93.8157894736842	64.6842105263158	364.77037037037036	412.89629629629627
3302	chr16	ACSM3	+	20796885	20797581	20797138	0.32256843238485217	0.11644777353703628	0.11644777353703628	22.966139954853272	34.24153498871332	32.312252964426875	80.27272727272728
3303	chr16	ADAMTS18	-	77282127	77284071	77282836	0.8926625323063924	-0.4832327226938709	0.4832327226938709	0.0	5.4062059238363895	0.24777327935222673	5.781376518218624
3304	chr16	ADCY7	+	50315358	50318135	50317592	0.9809394281233329	0.022975868535332844	0.022975868535332844	15.366482504604052	37.53406998158379	6.302596239928379	17.166965085049235
3305	chr16	ADCY9	-	3962652	3966966	3964918	0.3953219206996423	-0.08961991621828491	0.08961991621828491	38.10856134157105	52.61297440423654	68.06787109375	64.68603515625
3306	chr16	ADGRG1	+	57663451	57665567	57665002	0.7056101650723242	0.03502050121972171	0.03502050121972171	13.19646017699115	6.493805309734514	105.47259832366215	78.74532559638942
3307	chr16	AKTIP	-	53491039	53492522	53492497	0.9616795333730886	-0.013563679269894102	0.013563679269894102	99.6673525377229	165.88340192043896	45.31999999999999	70.76000000000002
3308	chr16	AMFR	-	56361451	56363056	56362008	0.576429818515765	0.026818534522061344	0.026818534522061344	215.51705565529622	314.197486535009	360.5677480916031	590.520038167939
3309	chr16	AP1G1	-	71728999	71733159	71731900	0.8944085098403111	-0.021562596330061468	0.021562596330061468	99.73698724577731	63.97207859358842	190.9102462271644	111.42970611596503
3310	chr16	ARHGAP17	-	24919388	24920260	24919741	0.4672886658348582	0.031711393528202236	0.031711393528202236	403.09631728045326	351.4135977337111	382.2774566473988	378.35260115606934
3311	chr16	ARL6IP1	-	18791666	18793370	18791930	0.4370314109768517	-0.017184822289746715	0.017184822289746715	1409.0795454545455	1668.9166666666667	1184.0701388888888	1308.2604166666667
3312	chr16	ATMIN	+	81043160	81047350	81043296	0.003000560852455125	-0.11156488980849494	0.11156488980849494	118.46817957572767	142.2474099654662	323.6102941176471	232.53676470588232
3313	chr16	ATP2C2	+	84463613	84464187	84463984	0.6162851435757462	0.14242899767545003	0.14242899767545003	9.911330049261084	34.83251231527094	1.9245283018867934	15.288409703504044
3314	chr16	ATXN1L	+	71849623	71857328	71855973	0.9579324388004661	0.013200756533391811	0.013200756533391811	136.0619926199262	142.0959409594096	97.00645669291339	106.93968503937006
3315	chr16	BBS2	-	56470402	56484867	56484626	6.157473191067441e-12	0.3797117382889553	0.3797117382889553	50.982986501687286	41.574662542182224	43.41078838174274	217.6224066390041
3316	chr16	BCAR1	-	75228180	75230023	75229050	0.6011825274905332	-0.01083602458018703	0.01083602458018703	22.73103448275862	56.89195402298851	556.5292908530319	1079.186022610483
3317	chr16	BCKDK	+	31111868	31112838	31112549	0.12775194030403025	0.03193253044801689	0.03193253044801689	84.36678200692042	71.10034602076125	616.0425844346549	732.1027900146843
3318	chr16	BFAR	+	14667634	14669236	14668868	0.6501601438301945	0.03544720167988896	0.03544720167988896	112.60597826086956	114.45108695652173	185.6247974068071	220.07131280388978
