	Chrom	Gene	Strand	Start	End	Positions
1348	chr1	NOTCH2NLR	+	120793746	120794851	[120794214]
1349	chr1	KLHL12	-	202891119	202892659	[202891125, 202891375, 202891472]
1350	chr1	MRPL37	+	54218171	54218383	[54218380]
1351	chr1	COQ8A	+	226986452	226987544	[226987540, 226987243]
1352	chr1	RASSF5	+	206586825	206589448	[206589243]
1353	chr1	MRPL9	-	151759646	151760181	[151759647]
1354	chr1	LRRC47	-	3778558	3781336	[3780536, 3780222, 3778642]
1355	chr1	NRAS	-	114704468	114708654	[114704630, 114704474, 114706320, 114706455, 114704779, 114707083, 114707524]
1356	chr1	ABCD3	+	94478523	94478723	[94478690]
1357	chr1	ABCD3	+	94517051	94518663	[94518490, 94518655]
1358	chr1	RWDD3	+	95244210	95247225	[95247010, 95247223, 95246864]
1359	chr1	PACC1	-	212363927	212365376	[212364231]
1360	chr1	NTPCR	+	232978162	232983882	[232978748, 232978421, 232983872]
1361	chr1	SNRNP40	-	31259567	31260121	[31259674, 31259581]
1362	chr1	F11R	-	160995210	160998906	[160997715, 160996221]
1363	chr1	RFX5	-	151340639	151343178	[151341941, 151340889, 151340672]
1364	chr1	PDE4B	+	66372312	66374579	[66374165, 66374411, 66374526]
1365	chr1	CYB5R1	-	202961872	202962699	[202961873]
1366	chr1	MEX3A	-	156072012	156077682	[156074424, 156073740, 156072023, 156072156, 156073962]
1367	chr1	HP1BP3	-	20740265	20745091	[20743130, 20742680, 20743215, 20744648]
1368	chr1	HP1BP3	-	20754055	20755404	[20754066]
1369	chr1	COL16A1	-	31652262	31652853	[31652392, 31652589]
1370	chr1	ELOA	+	23759511	23762059	[23759902, 23762051, 23759761, 23760694]
1371	chr1	MAN1A2	+	117522824	117528872	[117528871, 117528581, 117525340, 117523783]
1372	chr1	PIGV	+	26797562	26800659	[26798376]
1373	chr1	HAX1	+	154275615	154275875	[154275874]
1374	chr1	FAF1	-	50437027	50441523	[50441270]
1375	chr1	FBXO2	-	11648386	11648828	[11648404]
1376	chr1	NBPF14	-	148531384	148533248	[148531497, 148531725]
1377	chr1	ATAD3A	+	1533925	1534685	[1534683]
1378	chr1	ZNF593OS	-	26169520	26171335	[26170540]
1379	chr1	KIAA2013	-	11919590	11920332	[11919591, 11920057, 11920290]
1380	chr1	RCC1	+	28537831	28538989	[28538988]
1381	chr1	GATAD2B	-	153804724	153810310	[153806119, 153804738, 153806623]
1382	chr1	NIBAN1	-	184791031	184796097	[184791051, 184791498, 184795542, 184794005, 184794839]
1383	chr1	CREB3L4	+	153973871	153974359	[153974358]
1384	chr1	IGSF8	-	160091338	160091938	[160091344]
1385	chr1	ARNT	-	150809712	150812110	[150811924, 150809717, 150809848, 150810097]
1386	chr1	EDEM3	-	184690236	184694472	[184690768, 184690393, 184691841]
1387	chr1	GPR89B	+	147992710	147993592	[147993336]
1388	chr1	C1orf56	+	151050437	151051420	[151051353, 151050530]
1389	chr1	IFI6	-	27666063	27666475	[27666069]
1390	chr1	C1orf198	-	230837118	230839908	[230837149]
1391	chr1	ZBTB8OS	-	32620819	32621948	[32621837, 32620942]
1392	chr1	ATF6	+	161958445	161964070	[161960075, 161964037, 161959068, 161958811, 161959427]
1393	chr1	LMO4	+	87344787	87348923	[87345021, 87345569, 87347093, 87346983, 87348877]
1394	chr1	OMA1	-	58480718	58481174	[58480784, 58480869]
1395	chr1	TARBP1	-	234391312	234391745	[234391350]
1396	chr1	SORT1	-	109309574	109314057	[109309577, 109309686, 109309840, 109313802]
1397	chr1	NEK7	+	198319411	198322420	[198322417, 198322140, 198321029]
1398	chr1	GON4L	-	155749658	155750733	[155750634, 155750030, 155749695, 155750549, 155749815]
1399	chr1	GON4L	-	155764426	155766709	[155764785]
1400	chr1	TESK2	-	45343882	45345558	[45343882, 45344082]
1401	chr1	DNAJC8	-	28200277	28201370	[28200533, 28200298, 28201284]
1402	chr1	GBP1	-	89052318	89053468	[89053215]
1403	chr1	ENTREP3	-	155247204	155247955	[155247208]
1404	chr1	SSR2	-	156009047	156009650	[156009050]
1405	chr1	SSU72	-	1541672	1542167	[1541673]
1406	chr1	FUCA1	-	23845076	23845855	[23845107]
1407	chr1	PIK3CD	+	9726908	9729114	[9729113, 9728909]
1408	chr1	SWT1	+	185290673	185291781	[185291610]
1409	chr1	METTL13	+	171796481	171797716	[171797669, 171797576, 171796888, 171797377]
1410	chr1	TMEM54	-	32894594	32894933	[32894608]
1411	chr1	JAK1	-	64833228	64834657	[64833229, 64833434]
1412	chr1	JMJD4	-	227731190	227732676	[227731230, 227731348]
1413	chr1	PRPF3	+	150352832	150353233	[150353210]
1414	chr1	IER5	+	181088699	181092900	[181090828]
1415	chr1	FAM72C	-	143955286	143956481	[143955322]
1416	chr1	CELSR2	+	109274021	109275751	[109275749]
1417	chr1	SLC30A1	-	211571567	211576289	[211571659, 211571893]
1418	chr1	DR1	+	93360492	93369493	[93360970, 93361160, 93364428, 93362358, 93362587, 93360864, 93362200, 93364105, 93362957, 93366428, 93368636]
1419	chr1	ZMPSTE24	+	40292444	40294180	[40294176, 40294043]
1420	chr1	WNT2B	+	112520279	112530165	[112523668]
1421	chr1	RPL11	+	23696343	23696835	[23696425]
1422	chr1	GALE	-	23795598	23796007	[23795612]
1423	chr1	SEMA6C	-	151131706	151133517	[151131733]
1424	chr1	HECTD3	-	45002547	45003576	[45002557]
1425	chr1	ZBED6	+	203795622	203854124	[203854121, 203797683, 203852415, 203854033, 203846838, 203833354]
1426	chr1	ARID4B	-	235166901	235168652	[235167281, 235167437, 235166908, 235167081]
1427	chr1	NENF	+	212445829	212446379	[212446373, 212446147]
1428	chr1	SV2A	-	149903317	149905197	[149903698, 149903331]
1429	chr1	HNRNPU	-	244850296	244854503	[244854146, 244850985, 244853644, 244850315, 244851351, 244851183, 244853355, 244853503, 244854407]
1430	chr1	SDC3	-	30869465	30873377	[30869606]
1431	chr1	CGN	+	151537204	151538692	[151538666]
1432	chr1	ZZZ3	-	77562415	77565784	[77564522]
1433	chr1	NPHP4	-	5862810	5863405	[5862846]
1434	chr1	PEX19	-	160276806	160279634	[160277072, 160278413, 160276886]
1435	chr1	DISC1	+	232036691	232041272	[232041030]
1436	chr1	FNDC5	-	32862267	32864797	[32862272, 32864511]
1437	chr1	NUP133	-	229440258	229442040	[229441294, 229441712, 229441881]
1438	chr1	RBMXL1	-	88979455	88984066	[88979463, 88982606]
1439	chr1	WDR3	+	117959291	117966543	[117959749, 117960212, 117960073, 117960396, 117960755, 117959386]
1440	chr1	RNF2	+	185100199	185102603	[185101022, 185102215, 185100372]
1441	chr1	PPP2R5A	+	212360637	212361853	[212361852, 212361687]
1442	chr1	PTP4A2	-	31906420	31908960	[31907588, 31906427, 31908659, 31906563, 31907733, 31907914, 31908237]
1443	chr1	EPHA2	-	16124336	16125320	[16124350]
1444	chr1	CAMTA1	+	6871756	6872016	[6872015]
1445	chr1	CAMTA1	+	6887653	6888201	[6888140]
1446	chr1	CAMTA1	+	7766458	7769706	[7767814, 7767731, 7769694]
1447	chr1	AKR1A1	+	45569890	45570049	[45570039]
1448	chr1	DMRTA2	-	50417549	50419734	[50417557]
1449	chr1	MGST3	+	165655367	165656136	[165655556, 165655410]
1450	chr1	SUCO	+	172609815	172611833	[172611818, 172611656]
1451	chr1	SRSF10	-	23964346	23971439	[23970378, 23964811, 23966453, 23967492, 23969118, 23970524, 23969302, 23970854, 23971014]
1452	chr1	LMNA	+	156137653	156137866	[156137858]
1453	chr1	LMNA	+	156139079	156140081	[156139301, 156140075]
1454	chr1	ODR4	+	186419008	186421375	[186419565, 186419171, 186419729, 186420961]
1455	chr1	PRDX1	-	45511050	45511414	[45511050, 45511248]
1456	chr1	RNPC3	+	103551720	103555239	[103555230]
1457	chr1	PRKAB2	-	147155105	147159642	[147159382, 147155119, 147155354, 147155965]
1458	chr1	EFNA4	+	155068852	155069553	[155069526]
1459	chr1	UCHL5	-	193012253	193020381	[193016148, 193012316, 193015810, 193016054, 193015408, 193015645, 193012606]
1460	chr1	STMN1	-	25900115	25901087	[25900123, 25900512, 25900281]
1461	chr1	SLC30A7	+	100974809	100981757	[100976487, 100981691, 100981538, 100976303, 100979429, 100979289]
1462	chr1	PFKFB2	+	207072203	207077817	[207076910, 207077736]
1463	chr1	ACBD3	-	226144678	226146821	[226144683, 226144960]
1464	chr1	IARS2	+	220147492	220148041	[220147834, 220148023]
1465	chr1	TMEM200B	-	29119428	29121848	[29119428, 29119907]
1466	chr1	RNPEP	+	202005557	202006143	[202006142]
1467	chr1	H6PD	+	9263508	9271337	[9267882, 9271311, 9271183, 9268258]
1468	chr1	RAB4A	+	229302861	229305894	[229304000, 229304376, 229304936, 229302989, 229305422]
1469	chr1	NVL	-	224227344	224227670	[224227369]
1470	chr1	TMEM39B	+	32102430	32102863	[32102861]
1471	chr1	CACHD1	+	64691322	64693053	[64692961]
1472	chr1	TLCD4	+	95191549	95197607	[95195384, 95192292, 95193388, 95197576]
1473	chr1	EMC1	-	19215659	19219482	[19218100, 19218215, 19218907, 19218322, 19219095, 19215720]
1474	chr1	SLC66A1	+	19328571	19329300	[19329273]
1475	chr1	DSTYK	-	205142504	205147745	[205142512, 205145541, 205146901, 205146591, 205143180, 205142757]
1476	chr1	DFFA	-	10456521	10463209	[10458865, 10456542, 10460555, 10460929, 10462867, 10458544, 10461084, 10460290, 10456760, 10462481, 10457625, 10457707, 10459512]
1477	chr1	BCL10	-	85265775	85267982	[85266168]
1478	chr1	EDARADD	+	236482266	236484930	[236484445]
1479	chr1	LAMC2	+	183243146	183245127	[183244547, 183244890]
1480	chr1	PTPRF	+	43621934	43623666	[43622904, 43623652]
1481	chr1	MED8	-	43383916	43385106	[43383917, 43384738, 43384916]
1482	chr1	DPH2	+	43972414	43973369	[43973293, 43973152]
1483	chr1	SPEN	+	15939295	15940456	[15940454]
1484	chr1	NBPF8	+	120465977	120469676	[120467819, 120467721, 120467526]
1485	chr1	AHCTF1	-	246839097	246840998	[246840558, 246839397, 246839604]
1486	chr1	AGTRAP	+	11748414	11750769	[11750702]
1487	chr1	THRAP3	+	36303795	36305357	[36305188, 36305355]
1488	chr1	DDAH1	-	85318484	85321568	[85318487]
1489	chr1	PRKACB	+	84235179	84238498	[84238480]
1490	chr1	H3-3A	+	226071350	226072019	[226072018, 226071531]
1491	chr1	MAD2L2	-	11674479	11674816	[11674483]
1492	chr1	TMEM9	-	201134771	201135815	[201135471, 201134773]
1493	chr1	SNRPE	+	203869876	203871152	[203870283, 203870093]
1494	chr1	SNIP1	-	37534448	37538012	[37536560, 37536693, 37534466]
1495	chr1	OSBPL9	+	51787714	51789219	[51788437, 51788057]
1496	chr1	SDF4	-	1216930	1217804	[1216930]
1497	chr1	HDAC1	+	32333016	32333626	[32333625, 32333360]
1498	chr1	RPL22	-	6185019	6186816	[6185349, 6186615, 6185027, 6186188, 6186513]
1499	chr1	NKAIN1	-	31179744	31181712	[31179765]
1500	chr1	CAPZA1	+	112669991	112671616	[112671614, 112671043]
1501	chr1	YIPF1	-	53851732	53860153	[53851734]
1502	chr1	GNAI3	+	109592042	109600195	[109593539, 109594300, 109594085, 109592824, 109600105]
1503	chr1	PHTF1	-	113696830	113697725	[113697216, 113697296]
1504	chr1	PHTF1	-	113705764	113706162	[113705765]
1505	chr1	ST7L	-	112523513	112526111	[112523531]
1506	chr1	PHGDH	+	119743885	119744215	[119744212]
1507	chr1	GPR137B	+	236208049	236208907	[236208435, 236208893]
1508	chr1	KHDRBS1	+	32042526	32043877	[32043876, 32043282, 32043527, 32042955]
1509	chr1	DEDD	-	161120973	161122523	[161120973, 161121349, 161121639, 161121489]
1510	chr1	MUL1	-	20499447	20501419	[20499451]
1511	chr1	FAM89A	-	231018957	231020126	[231019195, 231019050, 231019401]
1512	chr1	RBBP4	+	32679639	32686211	[32680376, 32681519, 32683269, 32680268, 32680787, 32681110, 32686181]
1513	chr1	HLX	+	220884194	220885059	[220885049, 220884855]
1514	chr1	KIFAP3	-	169921328	169925855	[169921466, 169921331]
1515	chr1	DUSP23	+	159782152	159782543	[159782524]
1516	chr1	GJC2	+	228157739	228159826	[228159824]
1517	chr1	BTF3L4	+	52086711	52090716	[52087145, 52089696, 52089517, 52088380, 52088252, 52089837]
1518	chr1	SAMD11	+	943907	944574	[944573]
1519	chr1	NAV1	+	201819836	201826969	[201825324, 201820201, 201823332, 201820740, 201826962]
1520	chr1	AGRN	+	1054823	1056116	[1056115]
1521	chr1	HEATR1	-	236549004	236550990	[236550666, 236549007, 236550343]
1522	chr1	LIN9	-	226231148	226232606	[226231341, 226231896, 226231174]
1523	chr1	KTI12	-	52032102	52033810	[52032117, 52032296]
1524	chr1	RGL1	+	183926104	183928532	[183928348]
1525	chr1	RABIF	-	202878281	202881223	[202878971, 202880862, 202881062]
1526	chr1	PITHD1	+	23787274	23788232	[23788231, 23787696, 23788124]
1527	chr1	DNAJB4	+	78016013	78017964	[78017301, 78017938, 78017119, 78017753]
1528	chr1	NUAK2	-	205302062	205304513	[205302127]
1529	chr1	ZNF644	-	90915303	90916990	[90915539, 90915652, 90915334]
1530	chr1	TTC13	-	230906242	230907019	[230906252, 230906369]
1531	chr1	PPP1R8	+	27850092	27851676	[27851638]
1532	chr1	TOR3A	+	179094967	179095996	[179095988]
1533	chr1	WDR47	-	108970213	108971572	[108970220, 108970355]
1534	chr1	PRDM2	+	13786514	13788081	[13787661, 13787829, 13788036, 13787522]
1535	chr1	PRDM2	+	13816426	13825079	[13825069, 13823991]
1536	chr1	ALG6	+	63436822	63438553	[63437179, 63437029]
1537	chr1	PSRC1	-	109279555	109280156	[109279558, 109279895]
1538	chr1	CYB5RL	-	54169650	54174822	[54169668, 54169755, 54172381]
1539	chr1	LGALS8	+	236548011	236552981	[236549245, 236552294, 236550717, 236548187]
1540	chr1	ACP6	-	147642229	147648411	[147647371, 147648246]
1541	chr1	S100PBP	+	32855923	32858875	[32858869, 32856182, 32858729, 32858648, 32857833]
1542	chr1	UROD	+	45015336	45015575	[45015431, 45015546]
1543	chr1	MFAP2	-	16974501	16975023	[16974503, 16974620]
1544	chr1	DPM3	-	155139890	155140407	[155139892]
1545	chr1	KRTCAP2	-	155169407	155169560	[155169408]
1546	chr1	ATP5PB	+	111460916	111462773	[111461155, 111461495]
1547	chr1	RNF19B	-	32936448	32937309	[32936448]
1548	chr1	CDCA8	+	37708321	37709719	[37709718]
1549	chr1	ZBTB40	+	22526201	22531154	[22530554, 22531039, 22531124]
1550	chr1	CDC42SE1	-	151050984	151054321	[151050984, 151052439]
1551	chr1	PPP1R15B	-	204403380	204406313	[204403544, 204403394, 204405535]
1552	chr1	GSTM2	+	109674746	109675286	[109675277]
1553	chr1	MPZL1	+	167787819	167791919	[167790165, 167788127, 167787968, 167790002, 167790822, 167791878]
1554	chr1	PRPF38A	+	52416647	52420836	[52417021, 52419365, 52420826, 52416917, 52420002, 52418230]
1555	chr1	SLC50A1	+	155138161	155138853	[155138852]
1556	chr1	RCAN3	+	24535092	24541040	[24540871]
1557	chr1	NOL9	-	6521346	6526003	[6525159, 6525579, 6521355, 6521482, 6525759]
1558	chr1	SCP2	+	53047857	53051698	[53051218, 53051602]
1559	chr1	PSEN2	+	226895423	226896098	[226896093, 226895744, 226896007]
1560	chr1	NID1	-	235975829	235977988	[235975860]
1561	chr1	IPO9	+	201875943	201884291	[201876953, 201881079, 201876301, 201876761, 201884254]
1562	chr1	CAMSAP2	+	200857753	200860704	[200860701, 200859421]
1563	chr1	CC2D1B	-	52350596	52353647	[52352400, 52352748]
1564	chr1	SLC27A3	+	153779825	153780157	[153780146]
1565	chr1	FPGT	+	74204390	74208702	[74207227, 74208225]
1566	chr1	MTF1	-	37809573	37815566	[37809636, 37814005, 37809789, 37814985, 37811569]
1567	chr1	ID3	-	23557925	23559019	[23557925, 23558180]
1568	chr1	STRIP1	+	110053664	110054641	[110054640, 110054464]
1569	chr1	FMO4	+	171341412	171342084	[171342081]
1570	chr1	S100A6	-	153534598	153534830	[153534603]
1571	chr1	GPATCH2	-	217608188	217610192	[217608266]
1572	chr1	PIK3C2B	-	204422632	204425040	[204422667]
1573	chr1	CITED4	-	40861053	40862363	[40861058]
1574	chr1	DESI2	+	244705555	244709033	[244709026, 244708871]
1575	chr1	SLC2A1	-	42925352	42927241	[42926219]
1576	chr1	ATG4C	+	62863991	62865516	[62865241, 62864195]
1577	chr1	ECHDC2	-	52895909	52896597	[52896295, 52895927]
1578	chr1	CSRP1	-	201483529	201484789	[201483538]
1579	chr1	CLIC4	+	24840772	24844321	[24841995, 24844305, 24840848]
1580	chr1	LAMTOR5	-	110401252	110401583	[110401252]
1581	chr1	ZBTB8B	+	32485100	32496686	[32496668]
1582	chr1	C1orf52	-	85249952	85252702	[85250081, 85252184, 85251987, 85252287]
1583	chr1	OTUD3	+	19907569	19912945	[19912884]
1584	chr1	GORAB	+	170552014	170553834	[170553444, 170553766]
1585	chr1	DIRAS3	-	68045961	68047362	[68046026]
1586	chr1	RAB3B	-	51907955	51920114	[51913484, 51912113, 51915311, 51907969, 51911531]
1587	chr1	PALMD	+	99694018	99694535	[99694366]
1588	chr1	ACADM	+	75762691	75763679	[75763163, 75763535]
1589	chr1	MTHFR	-	11785722	11790898	[11786064, 11786470, 11786651]
1590	chr1	STXBP3	+	108808782	108809523	[108809484, 108809382, 108809219]
1591	chr1	PGM1	+	63659585	63660245	[63660243, 63660121]
1592	chr1	CHTOP	+	153645063	153646306	[153646285, 153645571, 153646001, 153645201]
1593	chr1	ARHGEF2	-	155946853	155948015	[155946858, 155947236]
1594	chr1	NBPF11	-	148102150	148103912	[148102171]
1595	chr1	TAF12	-	28602849	28603574	[28603451, 28603115]
1596	chr1	SF3B4	-	149923316	149923729	[149923321]
1597	chr1	TPRG1L	+	3628408	3630127	[3630123]
1598	chr1	PRDX6	+	173487734	173488815	[173488814, 173487843, 173488093, 173488512]
1599	chr1	AURKAIP1	-	1373735	1373902	[1373735]
1600	chr1	CTPS1	+	41010160	41012565	[41011798, 41012541]
1601	chr1	PPOX	+	161171033	161171220	[161171205]
1602	chr1	THEM4	-	151870865	151874928	[151874127]
1603	chr1	AIRIM	-	37681569	37683160	[37681667]
1604	chr1	ABL2	-	179099329	179109441	[179099330, 179101390, 179104066, 179107618, 179102022, 179102174, 179101538]
1605	chr1	FAM72B	-	121167645	121168835	[121167679]
1606	chr1	FH	-	241497602	241497970	[241497789, 241497611]
1607	chr1	KIAA0319L	-	35433491	35435081	[35433502, 35433632, 35434103, 35434271]
1608	chr1	TP53BP2	-	223779892	223780894	[223780247, 223780089, 223779905]
1609	chr1	TMEM59	-	54026680	54032305	[54031827, 54031671, 54032199, 54026689]
1610	chr1	SPRTN	+	231351303	231355023	[231354866, 231354268, 231352441]
1611	chr1	CLSPN	-	35720212	35720980	[35720249]
1612	chr1	CLSPN	-	35732111	35736606	[35734251, 35735015, 35733328]
1613	chr1	HMGN2	+	26475112	26476642	[26475972, 26475224, 26476633, 26475801]
1614	chr1	DRAXIN	+	11719583	11725857	[11725297, 11725856]
1615	chr1	DTL	+	212102841	212105013	[212104584, 212104837]
1616	chr1	EFNA1	+	155133954	155134899	[155134856]
1617	chr1	PTPN14	-	214348699	214358050	[214348744, 214350560, 214355981, 214348962, 214354784]
1618	chr1	EPHB2	+	22913461	22921500	[22914598]
1619	chr1	RBBP5	-	205086141	205088815	[205087220, 205086153, 205086255, 205087744]
1620	chr1	LYPLA2	+	23794681	23795539	[23795538]
1621	chr1	TNFRSF25	-	6460785	6461762	[6461165]
1622	chr1	GGPS1	+	235342010	235344532	[235343089, 235344144, 235344499, 235342916]
1623	chr1	ZNF496	-	247297414	247301276	[247298337, 247298194, 247297445]
1624	chr1	ACOT7	-	6264271	6264695	[6264283]
1625	chr1	AKR7A2	-	19302707	19304386	[19303974, 19302707]
1626	chr1	SCMH1	-	41027201	41028319	[41027242]
1627	chr1	SSBP3	-	54225431	54227160	[54225454, 54226708]
1628	chr1	NRDC	-	51789209	51789433	[51789210]
1629	chr1	MTX1	+	155213483	155213839	[155213810]
1630	chr1	GLUL	-	182378097	182384723	[182382921, 182383295]
1631	chr1	C1orf131	-	231223764	231224414	[231223773, 231223915, 231224026]
1632	chr1	UQCRHL	-	15807373	15807649	[15807496]
1633	chr1	SH3BGRL3	+	26281057	26281522	[26281518]
1634	chr1	UBE4B	+	10179894	10181239	[10180587, 10181074, 10181208]
1635	chr1	PARS2	-	54756897	54759190	[54756920]
1636	chr1	CKS1B	+	154978724	154979251	[154979245, 154979031]
1637	chr1	TSNAX	+	231564527	231566524	[231566523, 231565718, 231566279]
1638	chr1	WDTC1	+	27306185	27308636	[27308237, 27308555]
1639	chr1	SCNM1	+	151168985	151170296	[151169138]
1640	chr1	SRRM1	+	24672181	24673281	[24673251]
1641	chr1	ABCB10	-	229516581	229518410	[229516617, 229516861]
1642	chr1	CD58	-	116514533	116514822	[116514543]
1643	chr1	HIPK1	+	113973023	113977869	[113977807, 113977578, 113977359]
1644	chr1	WDR26	-	224385145	224389860	[224385181, 224385624, 224387846, 224389158, 224385377, 224387951, 224385504, 224387015]
1645	chr1	NIPAL3	+	24468985	24472983	[24472937, 24471590]
1646	chr1	LDLRAP1	+	25566847	25568886	[25568872]
1647	chr1	VWA1	+	1437321	1442882	[1442851]
1648	chr1	TUFT1	+	151581643	151583583	[151583579]
1649	chr1	PADI1	+	17244009	17246007	[17245975]
1650	chr1	LUZP1	-	23083641	23089053	[23084556]
1651	chr1	LRRC41	-	46277461	46279084	[46278170]
1652	chr1	MDM4	+	204538208	204558120	[204551973, 204558119, 204551820, 204554427]
1653	chr1	C1orf43	-	154206719	154207648	[154206719, 154206863]
1654	chr1	C1orf43	-	154211460	154212378	[154211863]
1655	chr1	MTR	+	236897557	236903981	[236900397, 236900650, 236903374]
1656	chr1	S100A4	-	153543620	153543923	[153543658]
1657	chr1	UHMK1	+	162522403	162529631	[162524030, 162523628, 162529602, 162529413, 162529001]
1658	chr1	JUN	-	58780790	58784047	[58780805, 58781339, 58782017, 58781490]
1659	chr1	PAFAH2	-	25959766	25962083	[25959770, 25959918, 25960830]
1660	chr1	UFC1	+	161158411	161158856	[161158855]
1661	chr1	IQGAP3	-	156525404	156526599	[156525409]
1662	chr1	MAP10	+	232805415	232809929	[232806919]
1663	chr1	FAM72A	-	206186178	206187373	[206186214]
1664	chr1	PLEKHG5	-	6467121	6467898	[6467158]
1665	chr1	ZNF692	-	248850007	248850516	[248850010]
1666	chr1	RPS8	+	44778575	44778779	[44778757]
1667	chr1	CEP170	-	243124427	243126738	[243124452]
1668	chr1	SMIM1	+	3775794	3775956	[3775928]
1669	chr1	COA6	+	234383722	234385080	[234384303]
1670	chr1	STX12	+	27822230	27824443	[27824434, 27823760, 27824297, 27823237]
1671	chr1	LBR	-	225401501	225403463	[225402548, 225402413, 225401509]
1672	chr1	EXOC8	-	231332752	231337852	[231332752, 231332941]
1673	chr1	CASP9	-	15491400	15493035	[15492301]
1674	chr1	NBPF9	-	149052185	149055899	[149054320, 149054142]
1675	chr1	ARHGEF10L	+	17696847	17697875	[17697827]
1676	chr1	MANEAL	+	37799566	37801133	[37801003]
